hyperparameter,value,metric,mean,n,std
candidacy-quorum,0.5,worst_class_bwt_id,1.0,9,0.0
candidacy-quorum,0.6,worst_class_bwt_id,1.0,7,0.0
candidacy-quorum,0.3,worst_class_forgetting,0.8,7,0.0
candidacy-quorum,0.4,worst_class_forgetting,0.8,7,0.0
candidacy-quorum,0.5,worst_class_forgetting,0.8,9,0.0
candidacy-quorum,0.6,worst_class_forgetting,0.8,7,0.0
candidacy-quorum,0.3,worst_class_forgetting_id,1.0,7,0.0
candidacy-quorum,0.4,worst_class_forgetting_id,1.0,7,0.0
candidacy-quorum,0.5,worst_class_forgetting_id,1.0,9,0.0
candidacy-quorum,0.6,worst_class_forgetting_id,1.0,7,0.0
incorporation-degrade-tolerance,0.002,avg_forgetting,0.2522666753300728,7,0.0055254159444187104
incorporation-degrade-tolerance,0.01,avg_forgetting,0.25167464898577596,9,0.00925088433047726
incorporation-degrade-tolerance,0.02,avg_forgetting,0.2589577196499037,8,0.010835436598809398
incorporation-degrade-tolerance,0.05,avg_forgetting,0.25516929176112535,6,0.009249069850967642
incorporation-degrade-tolerance,0.002,avg_inc_acc,0.14783000281452294,7,0.000705010731318428
incorporation-degrade-tolerance,0.01,avg_inc_acc,0.14778371954842542,9,0.0010878881701792751
incorporation-degrade-tolerance,0.02,avg_inc_acc,0.14849516840228916,8,0.0012765043239403662
incorporation-degrade-tolerance,0.05,avg_inc_acc,0.1480038777871595,6,0.0011695070240367905
incorporation-degrade-tolerance,0.002,bwt,-0.009431151900097039,7,0.005265699371341107
incorporation-degrade-tolerance,0.01,bwt,-0.003826365558976601,9,0.0023873261579278353
incorporation-degrade-tolerance,0.02,bwt,-0.004802595326382498,8,0.002599072884011071
incorporation-degrade-tolerance,0.05,bwt,-0.005633690369882791,6,0.004923088104534869
incorporation-degrade-tolerance,0.002,round,90.0,7,0.0
incorporation-degrade-tolerance,0.01,round,90.0,9,0.0
incorporation-degrade-tolerance,0.02,round,90.0,8,0.0
incorporation-degrade-tolerance,0.05,round,90.0,6,0.0
incorporation-degrade-tolerance,0.002,server_eval_acc,0.13622291021671826,7,0.005347043347087986
incorporation-degrade-tolerance,0.01,server_eval_acc,0.13911248710010318,9,0.0017993390891808802
incorporation-degrade-tolerance,0.02,server_eval_acc,0.1378482972136223,8,0.0026800758038979552
incorporation-degrade-tolerance,0.05,server_eval_acc,0.13849329205366356,6,0.0036398745280801655
incorporation-degrade-tolerance,0.002,server_eval_loss,13.684236316436268,7,0.2740153429120943
incorporation-degrade-tolerance,0.01,server_eval_loss,13.96863064865989,9,0.2851675266422852
incorporation-degrade-tolerance,0.02,server_eval_loss,13.693003958002333,8,0.5127032254116316
incorporation-degrade-tolerance,0.05,server_eval_loss,13.718771770937892,6,0.4921138775319585
incorporation-degrade-tolerance,0.002,worst_class_bwt,-0.8,7,0.0
incorporation-degrade-tolerance,0.01,worst_class_bwt,-0.8,9,0.0
incorporation-degrade-tolerance,0.02,worst_class_bwt,-0.8,8,0.0
incorporation-degrade-tolerance,0.05,worst_class_bwt,-0.8000000000000002,6,0.0
incorporation-degrade-tolerance,0.002,worst_class_bwt_id,1.0,7,0.0
incorporation-degrade-tolerance,0.01,worst_class_bwt_id,1.0,9,0.0
incorporation-degrade-tolerance,0.02,worst_class_bwt_id,1.0,8,0.0
incorporation-degrade-tolerance,0.05,worst_class_bwt_id,1.0,6,0.0
incorporation-degrade-tolerance,0.002,worst_class_forgetting,0.8,7,0.0
incorporation-degrade-tolerance,0.01,worst_class_forgetting,0.8,9,0.0
incorporation-degrade-tolerance,0.02,worst_class_forgetting,0.8,8,0.0
incorporation-degrade-tolerance,0.05,worst_class_forgetting,0.8000000000000002,6,0.0
incorporation-degrade-tolerance,0.002,worst_class_forgetting_id,1.0,7,0.0
incorporation-degrade-tolerance,0.01,worst_class_forgetting_id,1.0,9,0.0
incorporation-degrade-tolerance,0.02,worst_class_forgetting_id,1.0,8,0.0
incorporation-degrade-tolerance,0.05,worst_class_forgetting_id,1.0,6,0.0
vote-margin,0.001,avg_forgetting,0.2548761816003879,9,0.010998080982114826
vote-margin,0.005,avg_forgetting,0.2548116002927349,12,0.010096960243248144
vote-margin,0.01,avg_forgetting,0.2535545820035739,9,0.006518142129973905
vote-margin,0.001,avg_inc_acc,0.14827699075377093,9,0.0011687407190466733
vote-margin,0.005,avg_inc_acc,0.14806360821840697,12,0.0011056180280114116
vote-margin,0.01,avg_inc_acc,0.14773243268599306,9,0.001033451610001159
vote-margin,0.001,bwt,-0.005398098237006553,9,0.0033383889406454394
vote-margin,0.005,bwt,-0.006529063349316265,12,0.005889625000175287
vote-margin,0.01,bwt,-0.005082957092996807,9,0.0023877574539571617
vote-margin,0.001,round,90.0,9,0.0
vote-margin,0.005,round,90.0,12,0.0
vote-margin,0.01,round,90.0,9,0.0
vote-margin,0.001,server_eval_acc,0.1390436876504988,9,0.0018715473696230389
vote-margin,0.005,server_eval_acc,0.13653250773993808,12,0.004732557064106546
vote-margin,0.01,server_eval_acc,0.13883728930168557,9,0.002557637467552957
vote-margin,0.001,server_eval_loss,13.719788454290022,9,0.5033568566809759
vote-margin,0.005,server_eval_loss,13.84248584082006,12,0.3393060067043946
vote-margin,0.01,server_eval_loss,13.75289624046533,9,0.4127101448914984
vote-margin,0.001,worst_class_bwt,-0.8,9,0.0
vote-margin,0.005,worst_class_bwt,-0.8000000000000002,12,0.0
vote-margin,0.01,worst_class_bwt,-0.8,9,0.0
vote-margin,0.001,worst_class_bwt_id,1.0,9,0.0
vote-margin,0.005,worst_class_bwt_id,1.0,12,0.0
vote-margin,0.01,worst_class_bwt_id,1.0,9,0.0
vote-margin,0.001,worst_class_forgetting,0.8,9,0.0
vote-margin,0.005,worst_class_forgetting,0.8000000000000002,12,0.0
vote-margin,0.01,worst_class_forgetting,0.8,9,0.0
vote-margin,0.001,worst_class_forgetting_id,1.0,9,0.0
vote-margin,0.005,worst_class_forgetting_id,1.0,12,0.0
vote-margin,0.01,worst_class_forgetting_id,1.0,9,0.0
